     0.230194397E+00     0.321890318E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358617E+00     0.115811336E+00    -0.118226534E+00     0.230194397E+00     0.205027277E+01     0.561599208E+01    -0.454695962E-01    -0.146297794E+00     0.214568069E+00    -0.117531883E+01     0.585158738E+00     0.166603060E+00     0.159602835E-03    -0.392723077E-04    -0.715941679E-04    -0.321890318E-03    -0.318832697E-03     0.158737981E-03
     0.230194398E+00     0.321884022E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358617E+00     0.115811336E+00    -0.118226533E+00     0.230194398E+00     0.205027275E+01     0.561599206E+01    -0.454695912E-01    -0.146297807E+00     0.214568076E+00    -0.117531887E+01     0.585158758E+00     0.166603033E+00     0.159582154E-03    -0.392673448E-04    -0.716066090E-04    -0.321884022E-03    -0.318872598E-03     0.158757846E-03
     0.230194399E+00     0.321877725E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358617E+00     0.115811337E+00    -0.118226533E+00     0.230194399E+00     0.205027272E+01     0.561599204E+01    -0.454695862E-01    -0.146297819E+00     0.214568082E+00    -0.117531891E+01     0.585158778E+00     0.166603005E+00     0.159561474E-03    -0.392623820E-04    -0.716190498E-04    -0.321877725E-03    -0.318912498E-03     0.158777711E-03
     0.230194401E+00     0.321871428E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358617E+00     0.115811337E+00    -0.118226532E+00     0.230194401E+00     0.205027269E+01     0.561599202E+01    -0.454695813E-01    -0.146297832E+00     0.214568088E+00    -0.117531895E+01     0.585158798E+00     0.166602977E+00     0.159540792E-03    -0.392574189E-04    -0.716314914E-04    -0.321871428E-03    -0.318952400E-03     0.158797578E-03
     0.230194402E+00     0.321865133E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358617E+00     0.115811337E+00    -0.118226532E+00     0.230194402E+00     0.205027266E+01     0.561599200E+01    -0.454695763E-01    -0.146297844E+00     0.214568095E+00    -0.117531899E+01     0.585158817E+00     0.166602949E+00     0.159520116E-03    -0.392524570E-04    -0.716439298E-04    -0.321865133E-03    -0.318992292E-03     0.158817439E-03
     0.230194404E+00     0.321858836E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358618E+00     0.115811338E+00    -0.118226532E+00     0.230194404E+00     0.205027263E+01     0.561599198E+01    -0.454695713E-01    -0.146297857E+00     0.214568101E+00    -0.117531903E+01     0.585158837E+00     0.166602921E+00     0.159499434E-03    -0.392474939E-04    -0.716563715E-04    -0.321858836E-03    -0.319032195E-03     0.158837305E-03
     0.230194405E+00     0.321852541E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358618E+00     0.115811338E+00    -0.118226531E+00     0.230194405E+00     0.205027261E+01     0.561599196E+01    -0.454695664E-01    -0.146297869E+00     0.214568107E+00    -0.117531907E+01     0.585158857E+00     0.166602894E+00     0.159478757E-03    -0.392425319E-04    -0.716688101E-04    -0.321852541E-03    -0.319072088E-03     0.158857167E-03
     0.230194406E+00     0.321846244E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358618E+00     0.115811338E+00    -0.118226531E+00     0.230194406E+00     0.205027258E+01     0.561599193E+01    -0.454695614E-01    -0.146297881E+00     0.214568114E+00    -0.117531911E+01     0.585158877E+00     0.166602866E+00     0.159458075E-03    -0.392375689E-04    -0.716812516E-04    -0.321846244E-03    -0.319111990E-03     0.158877033E-03
     0.230194408E+00     0.321839947E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358618E+00     0.115811339E+00    -0.118226530E+00     0.230194408E+00     0.205027255E+01     0.561599191E+01    -0.454695565E-01    -0.146297894E+00     0.214568120E+00    -0.117531915E+01     0.585158897E+00     0.166602838E+00     0.159437394E-03    -0.392326059E-04    -0.716936927E-04    -0.321839947E-03    -0.319151891E-03     0.158896899E-03
     0.230194409E+00     0.321833651E-03     0.244724735E+01     0.590800000E+01    -0.133118317E+00     0.211069287E+00     0.175103020E+00     0.266215127E+00     0.507582964E+00     0.244724735E+01     0.590800000E+01    -0.121516832E+00     0.126358618E+00     0.115811339E+00    -0.118226530E+00     0.230194409E+00     0.205027252E+01     0.561599189E+01    -0.454695515E-01    -0.146297906E+00     0.214568126E+00    -0.117531919E+01     0.585158917E+00     0.166602810E+00     0.159416715E-03    -0.392276433E-04    -0.717061331E-04    -0.321833651E-03    -0.319191790E-03     0.158916763E-03
