 
      0.242490000000000178E+00     -0.142218708690732276E-01      0.318967757013939076-312      0.200264901455517105E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.711933601767837709E+00      0.723421730681822917E+00      0.242490000000000178E+00     -0.696411700902601405E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242520000000000180E+00     -0.140215177083768405E-01      0.318967757013939076-312      0.200702110848742718E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.711952630620622529E+00      0.723429207918171779E+00      0.242520000000000180E+00     -0.696340793408137815E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242550000000000182E+00     -0.138211993703625247E-01      0.318967757013939076-312      0.201139388284116184E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.711971654103081719E+00      0.723436678827313884E+00      0.242550000000000182E+00     -0.696269870601797347E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242580000000000184E+00     -0.136209159161259086E-01      0.318967757013939076-312      0.201576733662435122E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.711990672170674133E+00      0.723444143370153170E+00      0.242580000000000184E+00     -0.696198932505903811E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242610000000000187E+00     -0.134206671982197712E-01      0.318967757013939076-312      0.202014147269868050E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712009684916520391E+00      0.723451601630733077E+00      0.242610000000000187E+00     -0.696127979056059387E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242640000000000189E+00     -0.132204532784007123E-01      0.318967757013939076-312      0.202451629006092648E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712028692295655463E+00      0.723459053569573407E+00      0.242640000000000189E+00     -0.696057010274839905E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242670000000000191E+00     -0.130202741497212893E-01      0.318967757013939076-312      0.202889178897731857E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712047694308462154E+00      0.723466499187759182E+00      0.242670000000000191E+00     -0.695986026156254711E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242700000000000193E+00     -0.128201298039573031E-01      0.318967757013939076-312      0.203326796973790740E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712066690956167925E+00      0.723473938487130930E+00      0.242700000000000193E+00     -0.695915026693776251E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242730000000000196E+00     -0.126200202333128786E-01      0.318967757013939076-312      0.203764483262512050E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712085682239720352E+00      0.723481371469276380E+00      0.242730000000000196E+00     -0.695844011881048941E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242760000000000198E+00     -0.124199454299977474E-01      0.318967757013939076-312      0.204202237792156065E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712104668160065124E+00      0.723488798135783151E+00      0.242760000000000198E+00     -0.695772981711713423E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242790000000000200E+00     -0.122199053857953155E-01      0.318967757013939076-312      0.204640060591794737E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712123648718431590E+00      0.723496218488489440E+00      0.242790000000000200E+00     -0.695701936179227265E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242820000000000202E+00     -0.120199000937661338E-01      0.318967757013939076-312      0.205077951688162410E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712142623915206552E+00      0.723503632528480045E+00      0.242820000000000202E+00     -0.695630875277574501E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242850000000000205E+00     -0.118199295457012687E-01      0.318967757013939076-312      0.205515911110372880E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712161593751619137E+00      0.723511040257593163E+00      0.242850000000000205E+00     -0.695559799000203482E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242880000000000207E+00     -0.116199937338163917E-01      0.318967757013939076-312      0.205953938886776489E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712180558228619032E+00      0.723518441677414414E+00      0.242880000000000207E+00     -0.695488707340734202E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242910000000000209E+00     -0.114200926503282840E-01      0.318967757013939076-312      0.206392035045748143E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712199517347156696E+00      0.723525836789529975E+00      0.242910000000000209E+00     -0.695417600292781213E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242940000000000211E+00     -0.112202262870357283E-01      0.318967757013939076-312      0.206830199616468632E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712218471108462037E+00      0.723533225595775487E+00      0.242940000000000211E+00     -0.695346477849778433E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.242970000000000214E+00     -0.110203946370097672E-01      0.318967757013939076-312      0.207268432625779507E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712237419512926073E+00      0.723540608097235638E+00      0.242970000000000214E+00     -0.695275340005684805E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243000000000000216E+00     -0.108205976920516811E-01      0.318967757013939076-312      0.207706734102907388E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712256362561779821E+00      0.723547984295744850E+00      0.243000000000000216E+00     -0.695204186753923814E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243030000000000218E+00     -0.106208354443885211E-01      0.318967757013939076-312      0.208145104076315375E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712275300255976185E+00      0.723555354192887856E+00      0.243030000000000218E+00     -0.695133018088090360E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243060000000000220E+00     -0.104211078862499473E-01      0.318967757013939076-312      0.208583542574485234E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712294232596468624E+00      0.723562717790249943E+00      0.243060000000000220E+00     -0.695061834001774348E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243090000000000223E+00     -0.102214150094440126E-01      0.318967757013939076-312      0.209022049626711483E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712313159584489930E+00      0.723570075089663978E+00      0.243090000000000223E+00     -0.694990634488384051E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243120000000000225E+00     -0.100217568070547491E-01      0.318967757013939076-312      0.209460625259944577E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712332081220432567E+00      0.723577426092212095E+00      0.243120000000000225E+00     -0.694919419541854766E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243150000000000227E+00     -0.982213327089381805E-02      0.318967757013939076-312      0.209899269503522647E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712350997505531880E+00      0.723584770799728383E+00      0.243150000000000227E+00     -0.694848189155583995E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243180000000000229E+00     -0.962254439319981669E-02      0.318967757013939076-312      0.210337982386019327E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712369908440742994E+00      0.723592109213795354E+00      0.243180000000000229E+00     -0.694776943323141882E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243210000000000232E+00     -0.942299016621284125E-02      0.318967757013939076-312      0.210776763936028934E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712388814027021589E+00      0.723599441335995297E+00      0.243210000000000232E+00     -0.694705682038093464E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243240000000000234E+00     -0.922347058175648771E-02      0.318967757013939076-312      0.211215614182954092E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712407714265602787E+00      0.723606767168160081E+00      0.243240000000000234E+00     -0.694634405293822477E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243270000000000236E+00     -0.902398563291978428E-02      0.318967757013939076-312      0.211654533153861103E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712426609156884383E+00      0.723614086711371396E+00      0.243270000000000236E+00     -0.694563113084237682E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243300000000000238E+00     -0.882453531152960213E-02      0.318967757013939076-312      0.212093520878197453E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712445498702101943E+00      0.723621399967459666E+00      0.243300000000000238E+00     -0.694491805402712936E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243330000000000241E+00     -0.862511960983408654E-02      0.318967757013939076-312      0.212532577384648806E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712464382902215032E+00      0.723628706938007293E+00      0.243330000000000241E+00     -0.694420482242792181E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243360000000000243E+00     -0.842573852008809965E-02      0.318967757013939076-312      0.212971702701919043E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712483261758180553E+00      0.723636007624593236E+00      0.243360000000000243E+00     -0.694349143598016472E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243390000000000245E+00     -0.822639203412284248E-02      0.318967757013939076-312      0.213410896859526321E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712502135271237624E+00      0.723643302029047142E+00      0.243390000000000245E+00     -0.694277789461743344E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243420000000000247E+00     -0.802708014504083245E-02      0.318967757013939076-312      0.213850159884644321E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712521003441785483E+00      0.723650590152450146E+00      0.243420000000000247E+00     -0.694206419827857246E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243450000000000250E+00     -0.782780284467748944E-02      0.318967757013939076-312      0.214289491806837623E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712539866271064803E+00      0.723657871996631119E+00      0.243450000000000250E+00     -0.694135034689705721E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243480000000000252E+00     -0.762856012529583571E-02      0.318967757013939076-312      0.214728892654899653E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712558723760035706E+00      0.723665147563169242E+00      0.243480000000000252E+00     -0.694063634040808619E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243510000000000254E+00     -0.742935197916028134E-02      0.318967757013939076-312      0.215168362457649823E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712577575909659089E+00      0.723672416853643030E+00      0.243510000000000254E+00     -0.693992217874681128E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243540000000000256E+00     -0.723017839853629107E-02      0.318967757013939076-312      0.215607901243928361E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712596422720896072E+00      0.723679679869630221E+00      0.243540000000000256E+00     -0.693920786184832883E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243570000000000259E+00     -0.703103937527049805E-02      0.318967757013939076-312      0.216047509043387209E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712615264194989440E+00      0.723686936612958354E+00      0.243570000000000259E+00     -0.693849338964591111E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
      0.243600000000000261E+00     -0.683193490247696600E-02      0.318967757013939076-312      0.216487185883337124E-01     -0.458000000000000018E+00      0.000000000000000000E+00      0.712634100332342313E+00      0.723694187084707008E+00      0.243600000000000261E+00     -0.693777876207809951E+00      0.000000000000000000E+00     -0.458000000000000018E+00      0.000000000000000000E+00
