    -0.500000000E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.489898990E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.479797980E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.469696970E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.459595960E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.449494949E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.439393939E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.429292929E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.419191919E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.409090909E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.398989899E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.388888889E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.378787879E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.368686869E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.364470125E+00     0.100000000E+01     0.785000000E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.600000000E+01     0.600000000E+01
    -0.362946772E+00     0.978069482E+00     0.757357179E+02     0.201959129E-01    -0.177867274E-02    -0.177867274E-02     0.586006453E+01     0.586006453E+01
    -0.361295194E+00     0.955729771E+00     0.729714359E+02     0.412082082E-01    -0.369629442E-02    -0.369629442E-02     0.571984673E+01     0.571984673E+01
    -0.359498918E+00     0.932956225E+00     0.702071538E+02     0.630855289E-01    -0.576701784E-02    -0.576701784E-02     0.557931439E+01     0.557931439E+01
    -0.357538570E+00     0.909721611E+00     0.674428717E+02     0.858801675E-01    -0.800691491E-02    -0.800691491E-02     0.543843046E+01     0.543843046E+01
    -0.355391213E+00     0.885995701E+00     0.646785897E+02     0.109648352E+00    -0.104343169E-01    -0.104343169E-01     0.529715204E+01     0.529715204E+01
    -0.353029500E+00     0.861744793E+00     0.619143076E+02     0.134450540E+00    -0.130702322E-01    -0.130702322E-01     0.515542917E+01     0.515542917E+01
    -0.350420576E+00     0.836931122E+00     0.591500255E+02     0.160351710E+00    -0.159388640E-01    -0.159388640E-01     0.501320324E+01     0.501320324E+01
    -0.347524635E+00     0.811512142E+00     0.563857435E+02     0.187421641E+00    -0.190682582E-01    -0.190682582E-01     0.487040497E+01     0.487040497E+01
    -0.344293011E+00     0.785439628E+00     0.536214614E+02     0.215735157E+00    -0.224911231E-01    -0.224911231E-01     0.472695176E+01     0.472695176E+01
    -0.340665598E+00     0.758658561E+00     0.508571793E+02     0.245372294E+00    -0.262458807E-01    -0.262458807E-01     0.458274421E+01     0.458274421E+01
    -0.336567345E+00     0.731105705E+00     0.480928973E+02     0.276418352E+00    -0.303780331E-01    -0.303780331E-01     0.443766136E+01     0.443766136E+01
    -0.331903380E+00     0.702707785E+00     0.453286152E+02     0.308963717E+00    -0.349419676E-01    -0.349419676E-01     0.429155428E+01     0.429155428E+01
    -0.326552138E+00     0.673379111E+00     0.425643331E+02     0.343103343E+00    -0.400033864E-01    -0.400033864E-01     0.414423705E+01     0.414423705E+01
    -0.320355464E+00     0.643018428E+00     0.398000511E+02     0.378935636E+00    -0.456426481E-01    -0.456426481E-01     0.399547382E+01     0.399547382E+01
    -0.313104062E+00     0.611504672E+00     0.370357690E+02     0.416560373E+00    -0.519594759E-01    -0.519594759E-01     0.384495992E+01     0.384495992E+01
    -0.304515577E+00     0.578691133E+00     0.342714869E+02     0.456074988E+00    -0.590797933E-01    -0.590797933E-01     0.369229313E+01     0.369229313E+01
    -0.294200702E+00     0.544397227E+00     0.315072049E+02     0.497568051E+00    -0.671659960E-01    -0.671659960E-01     0.353692865E+01     0.353692865E+01
    -0.281609198E+00     0.508396618E+00     0.287429228E+02     0.541107773E+00    -0.764330548E-01    -0.764330548E-01     0.337810516E+01     0.337810516E+01
    -0.265941186E+00     0.470399568E+00     0.259786407E+02     0.586721231E+00    -0.871750956E-01    -0.871750956E-01     0.321471693E+01     0.321471693E+01
    -0.245996537E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.237373737E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.227272727E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.217171717E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.207070707E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.196969697E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.186868687E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.176767677E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.166666667E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.156565657E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
    -0.146464646E+00     0.430025880E+00     0.232143587E+02     0.634355272E+00    -0.998122133E-01    -0.998122133E-01     0.304507763E+01     0.304507763E+01
