# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:Bvecx	12:Bvecy	13:Bvecz
640	3.9999999999999425e-01	0	0	22	2	2	-4.4375000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999999997589339e-01	3.2785631467929552e-18
640	3.9999999999999425e-01	0	0	23	2	2	-4.4125000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999992354549e-01	1.3464353261379820e-17
640	3.9999999999999425e-01	0	0	24	2	2	-4.3875000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999979424969e-01	-2.9062935601737650e-18
640	3.9999999999999425e-01	0	0	25	2	2	-4.3625000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9999999952108598e-01	-4.2727054033633651e-17
640	3.9999999999999425e-01	0	0	26	2	2	-4.3375000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999999896978942e-01	-2.5554149003632114e-17
640	3.9999999999999425e-01	0	0	27	2	2	-4.3125000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999788425598e-01	1.5279919659868915e-17
640	3.9999999999999425e-01	0	0	28	2	2	-4.2875000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999575543042e-01	-2.5976727307297985e-17
640	3.9999999999999425e-01	0	0	29	2	2	-4.2625000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999159565434e-01	-2.8911576587320742e-17
640	3.9999999999999425e-01	0	0	30	2	2	-4.2375000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999998354316366e-01	-1.3006664682572476e-17
640	3.9999999999999425e-01	0	0	31	2	2	-4.2125000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000056e-01	9.9999996809018921e-01	-4.7248293300577551e-17
640	3.9999999999999425e-01	0	0	32	2	2	-4.1875000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999993877196425e-01	-6.4771537335893670e-17
640	3.9999999999999425e-01	0	0	33	2	2	-4.1625000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999988373062076e-01	-1.3837783689596081e-17
640	3.9999999999999425e-01	0	0	34	2	2	-4.1375000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999978148532209e-01	1.1850671944669373e-18
640	3.9999999999999425e-01	0	0	35	2	2	-4.1125000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999959368408198e-01	-2.3160117078528789e-17
640	3.9999999999999425e-01	0	0	36	2	2	-4.0875000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999925264680012e-01	-3.7175247518277525e-17
640	3.9999999999999425e-01	0	0	37	2	2	-4.0625000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9999864051904286e-01	-4.3044494244713197e-18
640	3.9999999999999425e-01	0	0	38	2	2	-4.0375000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999755490937858e-01	5.4694656550163332e-18
640	3.9999999999999425e-01	0	0	39	2	2	-4.0125000000000005e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9999565308074023e-01	-4.5311715471336351e-17
640	3.9999999999999425e-01	0	0	40	2	2	-3.9875000000000005e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999236310984907e-01	-2.4917718873958889e-17
640	3.9999999999999425e-01	0	0	41	2	2	-3.9625000000000005e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9998674507855700e-01	-2.8949825043387709e-17
640	3.9999999999999425e-01	0	0	42	2	2	-3.9375000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9997727867526187e-01	-3.3123678412221396e-17
640	3.9999999999999425e-01	0	0	43	2	2	-3.9125000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9996154550925798e-01	-6.2617692072582235e-18
640	3.9999999999999425e-01	0	0	44	2	2	-3.8875000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9993576533816142e-01	-8.5538874965074242e-18
640	3.9999999999999425e-01	0	0	45	2	2	-3.8625000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000078e-01	9.9989413736304145e-01	-5.9780583181854217e-18
640	3.9999999999999425e-01	0	0	46	2	2	-3.8375000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000067e-01	9.9982793284493598e-01	-8.9351664977276278e-18
640	3.9999999999999425e-01	0	0	47	2	2	-3.8125000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9972428826108728e-01	-6.2856650834642114e-18
640	3.9999999999999425e-01	0	0	48	2	2	-3.7875000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9956466529840027e-01	5.3433680416112285e-18
640	3.9999999999999425e-01	0	0	49	2	2	-3.7625000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9932298244698226e-01	-4.7961590658060425e-18
640	3.9999999999999425e-01	0	0	50	2	2	-3.7375000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9896349039054622e-01	-3.9185705058066509e-18
640	3.9999999999999425e-01	0	0	51	2	2	-3.7125000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9843856453173918e-01	-1.3534972692778537e-17
640	3.9999999999999425e-01	0	0	52	2	2	-3.6875000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9768671920311269e-01	-4.7211179698913170e-17
640	3.9999999999999425e-01	0	0	53	2	2	-3.6625000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9663129299409214e-01	-6.8501227104624842e-17
640	3.9999999999999425e-01	0	0	54	2	2	-3.6375000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000011e-01	9.9518037832857242e-01	7.5947791317358747e-18
640	3.9999999999999425e-01	0	0	55	2	2	-3.6125000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9322861617361302e-01	4.8658148405967145e-17
640	3.9999999999999425e-01	0	0	56	2	2	-3.5875000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000056e-01	9.9066138457972130e-01	2.1658848900483526e-17
640	3.9999999999999425e-01	0	0	57	2	2	-3.5625000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.8736162294015473e-01	8.6659558153799332e-18
640	3.9999999999999425e-01	0	0	58	2	2	-3.5375000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.8321904001930482e-01	2.0797151235244414e-17
640	3.9999999999999425e-01	0	0	59	2	2	-3.5125000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.7814081452917723e-01	-6.1180856684830863e-19
640	3.9999999999999425e-01	0	0	60	2	2	-3.4875000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.7206225935070512e-01	1.6420612688132323e-17
640	3.9999999999999425e-01	0	0	61	2	2	-3.4625000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.6495549084483989e-01	3.0315193740833136e-17
640	3.9999999999999425e-01	0	0	62	2	2	-3.4375000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.5683411675181407e-01	-1.7155672650754235e-17
640	3.9999999999999425e-01	0	0	63	2	2	-3.4125000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.4775241269409150e-01	4.5025815463140290e-17
640	3.9999999999999425e-01	0	0	64	2	2	-3.3875000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.3779829881729326e-01	6.4153297882638082e-17
640	3.9999999999999425e-01	0	0	65	2	2	-3.3625000000000005e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.2708041864289004e-01	-2.8386199154263996e-17
640	3.9999999999999425e-01	0	0	66	2	2	-3.3375000000000005e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000000e-01	9.1571198574634027e-01	-7.8087702674068898e-18
640	3.9999999999999425e-01	0	0	67	2	2	-3.3125000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.0384164581919268e-01	7.6474652278959043e-17
640	3.9999999999999425e-01	0	0	68	2	2	-3.2875000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	8.9195744552861567e-01	9.2455762340379618e-17
640	3.9999999999999425e-01	0	0	69	2	2	-3.2625000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	8.8053030742390304e-01	7.1744952943682198e-17
640	3.9999999999999425e-01	0	0	70	2	2	-3.2375000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	8.6956717197761102e-01	6.5145975260894587e-17
640	3.9999999999999425e-01	0	0	71	2	2	-3.2125000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	8.5905137981611013e-01	6.7348395522828010e-17
640	3.9999999999999425e-01	0	0	72	2	2	-3.1875000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000056e-01	8.4895983063109126e-01	3.3280200130796857e-17
640	3.9999999999999425e-01	0	0	73	2	2	-3.1625000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000011e-01	8.3927067544169864e-01	3.8849722591492710e-18
640	3.9999999999999425e-01	0	0	74	2	2	-3.1375000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	8.2996438490025004e-01	2.5099847455373036e-18
640	3.9999999999999425e-01	0	0	75	2	2	-3.1125000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	8.2101736907107303e-01	5.3592280909964892e-18
640	3.9999999999999425e-01	0	0	76	2	2	-3.0875000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	8.1241587618016697e-01	4.6224067524225127e-17
640	3.9999999999999425e-01	0	0	77	2	2	-3.0625000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	8.0413356434092897e-01	9.1676354775378497e-17
640	3.9999999999999425e-01	0	0	78	2	2	-3.0375000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	7.9616360272620934e-01	4.1448930131148627e-17
640	3.9999999999999425e-01	0	0	79	2	2	-3.0125000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	7.8847795143300958e-01	-7.1664423079350747e-18
640	3.9999999999999425e-01	0	0	80	2	2	-2.9875000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	7.8107248962836606e-01	2.2837147386597498e-17
640	3.9999999999999425e-01	0	0	81	2	2	-2.9625000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	7.7392505597952432e-01	4.3175302621545643e-17
640	3.9999999999999425e-01	0	0	82	2	2	-2.9375000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	7.6702547176591684e-01	6.1735544512003107e-17
640	3.9999999999999425e-01	0	0	83	2	2	-2.9125000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000056e-01	7.6036546917984338e-01	-1.9286380742838686e-17
640	3.9999999999999425e-01	0	0	84	2	2	-2.8875000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	7.5392527287738620e-01	3.4303975404092800e-17
640	3.9999999999999425e-01	0	0	85	2	2	-2.8625000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	7.4770687284510440e-01	1.0618009266257143e-16
640	3.9999999999999425e-01	0	0	86	2	2	-2.8375000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000011e-01	7.4169177090624083e-01	9.0913507975591536e-17
640	3.9999999999999425e-01	0	0	87	2	2	-2.8125000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	7.3588012605408226e-01	1.0108632632258529e-16
640	3.9999999999999425e-01	0	0	88	2	2	-2.7875000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	7.3026381296513532e-01	7.9238040497538569e-17
640	3.9999999999999425e-01	0	0	89	2	2	-2.7625000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999983e-01	7.2484387807529260e-01	8.0367841357548323e-17
640	3.9999999999999425e-01	0	0	90	2	2	-2.7375000000000005e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999972e-01	7.1961257642684229e-01	3.3763179712447134e-17
640	3.9999999999999425e-01	0	0	91	2	2	-2.7125000000000005e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000000e-01	7.1458557892245822e-01	1.0992078363281183e-17
640	3.9999999999999425e-01	0	0	92	2	2	-2.6875000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999978e-01	7.0975404980964774e-01	6.7301055919867515e-17
640	3.9999999999999425e-01	0	0	93	2	2	-2.6625000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	7.0513344610647877e-01	7.0338721561572863e-17
640	3.9999999999999425e-01	0	0	94	2	2	-2.6375000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999994e-01	7.0074476033742061e-01	8.5378798005085538e-17
640	3.9999999999999425e-01	0	0	95	2	2	-2.6125000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999956e-01	6.9657311450889092e-01	4.2917580817774908e-17
640	3.9999999999999425e-01	0	0	96	2	2	-2.5875000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000011e-01	6.9267552425665713e-01	2.4565473767870879e-17
640	3.9999999999999425e-01	0	0	97	2	2	-2.5625000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999978e-01	6.8903479080439256e-01	3.7185354831656138e-17
640	3.9999999999999425e-01	0	0	98	2	2	-2.5375000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999967e-01	6.8567675577799037e-01	5.1896945613296088e-17
640	3.9999999999999425e-01	0	0	99	2	2	-2.5125000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999967e-01	6.8264603887925845e-01	3.7163063744073078e-17
640	3.9999999999999425e-01	0	0	100	2	2	-2.4875000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999939e-01	6.7989664595710075e-01	7.0715079018058379e-17
640	3.9999999999999425e-01	0	0	101	2	2	-2.4625000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999956e-01	6.7749586500077441e-01	5.1545224103428561e-17
640	3.9999999999999425e-01	0	0	102	2	2	-2.4375000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	6.7541434565286962e-01	-6.3780621885088751e-18
640	3.9999999999999425e-01	0	0	103	2	2	-2.4125000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	6.7362192520746977e-01	-4.7652861713655534e-17
640	3.9999999999999425e-01	0	0	104	2	2	-2.3875000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	6.7216831239200148e-01	-3.8103491202259351e-17
640	3.9999999999999425e-01	0	0	105	2	2	-2.3625000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000111e-01	6.7095487857799041e-01	-1.5737230558459475e-17
640	3.9999999999999425e-01	0	0	106	2	2	-2.3375000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000067e-01	6.6999376234350461e-01	-3.8525295096266931e-17
640	3.9999999999999425e-01	0	0	107	2	2	-2.3125000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999956e-01	6.6926528720450573e-01	-1.4105814282540927e-17
640	3.9999999999999425e-01	0	0	108	2	2	-2.2875000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999939e-01	6.6867169801301385e-01	3.7402567965044358e-17
640	3.9999999999999425e-01	0	0	109	2	2	-2.2625000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999950e-01	6.6824715154512027e-01	2.8599144225307202e-17
640	3.9999999999999425e-01	0	0	110	2	2	-2.2375000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999972e-01	6.6791973196088406e-01	1.4787518835894718e-17
640	3.9999999999999425e-01	0	0	111	2	2	-2.2125000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999956e-01	6.6764845256441929e-01	4.0360032451193741e-17
640	3.9999999999999425e-01	0	0	112	2	2	-2.1875000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999961e-01	6.6745260941927942e-01	8.6747343554777746e-17
640	3.9999999999999425e-01	0	0	113	2	2	-2.1625000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999983e-01	6.6727052376379459e-01	1.3052504254473224e-16
640	3.9999999999999425e-01	0	0	114	2	2	-2.1375000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999967e-01	6.6710458905743519e-01	1.1944722289868372e-16
640	3.9999999999999425e-01	0	0	115	2	2	-2.1125000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999989e-01	6.6695226339606761e-01	1.4234214386604402e-16
640	3.9999999999999425e-01	0	0	116	2	2	-2.0875000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999983e-01	6.6679855102669849e-01	7.2785071380454071e-17
640	3.9999999999999425e-01	0	0	117	2	2	-2.0625000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999994e-01	6.6663985469351406e-01	8.2402739043895670e-17
640	3.9999999999999425e-01	0	0	118	2	2	-2.0375000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000000e-01	6.6646971848294689e-01	1.1011208273835067e-16
640	3.9999999999999425e-01	0	0	119	2	2	-2.0125000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999978e-01	6.6627888380750200e-01	1.5465277173165727e-16
640	3.9999999999999425e-01	0	0	120	2	2	-1.9875000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999972e-01	6.6605982664091878e-01	2.1025246567570587e-16
640	3.9999999999999425e-01	0	0	121	2	2	-1.9625000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999994e-01	6.6582507397220980e-01	1.5803263143008959e-16
640	3.9999999999999425e-01	0	0	122	2	2	-1.9375000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000011e-01	6.6560000971273015e-01	1.9458582921406499e-16
640	3.9999999999999425e-01	0	0	123	2	2	-1.9125000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000011e-01	6.6539178745298622e-01	2.2814245478751420e-16
640	3.9999999999999425e-01	0	0	124	2	2	-1.8875000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	6.6519889188394898e-01	2.3026824812274757e-16
640	3.9999999999999425e-01	0	0	125	2	2	-1.8625000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000056e-01	6.6500758414928840e-01	2.7433313383151417e-16
640	3.9999999999999425e-01	0	0	126	2	2	-1.8375000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000100e-01	6.6482367973205481e-01	1.5113890676443895e-16
640	3.9999999999999425e-01	0	0	127	2	2	-1.8125000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000067e-01	6.6464262861924417e-01	-6.1522112036361573e-17
640	3.9999999999999425e-01	0	0	128	2	2	-1.7875000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000067e-01	6.6446146184440980e-01	-7.2312911422401117e-17
640	3.9999999999999425e-01	0	0	129	2	2	-1.7625000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	6.6428308190559027e-01	-1.8386343062354097e-17
640	3.9999999999999425e-01	0	0	130	2	2	-1.7375000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	6.6411261929304466e-01	-3.6064161331690347e-17
640	3.9999999999999425e-01	0	0	131	2	2	-1.7125000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000000e-01	6.6395200653461028e-01	-2.0700407599170511e-18
640	3.9999999999999425e-01	0	0	132	2	2	-1.6875000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999950e-01	6.6380105365838626e-01	1.0553942747326712e-16
640	3.9999999999999425e-01	0	0	133	2	2	-1.6625000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999956e-01	6.6366301982309506e-01	3.1570985539924934e-17
640	3.9999999999999425e-01	0	0	134	2	2	-1.6375000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999967e-01	6.6354049946498994e-01	1.7367406696446632e-16
640	3.9999999999999425e-01	0	0	135	2	2	-1.6125000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000067e-01	6.6342993306127429e-01	2.1516441692908211e-16
640	3.9999999999999425e-01	0	0	136	2	2	-1.5875000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000000e-01	6.6333047898600628e-01	-5.4314192813641061e-17
640	3.9999999999999425e-01	0	0	137	2	2	-1.5625000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.9999999999999967e-01	6.6324119807398474e-01	4.4877561693092222e-17
640	3.9999999999999425e-01	0	0	138	2	2	-1.5375000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000067e-01	6.6316082352404138e-01	1.5458326153560363e-16
640	3.9999999999999425e-01	0	0	139	2	2	-1.5125000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	6.6308380535058997e-01	1.3045814183964507e-16
