# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:rho
2560	4.0000000000001878e-01	0	0	162	2	2	-3.9843750000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	163	2	2	-3.9781250000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	164	2	2	-3.9718750000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	165	2	2	-3.9656249999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	166	2	2	-3.9593750000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	167	2	2	-3.9531250000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	168	2	2	-3.9468750000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	169	2	2	-3.9406249999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	170	2	2	-3.9343750000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	171	2	2	-3.9281250000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	172	2	2	-3.9218750000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	173	2	2	-3.9156249999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	174	2	2	-3.9093749999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	175	2	2	-3.9031250000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.0000000000000000e+00
2560	4.0000000000001878e-01	0	0	176	2	2	-3.8968750000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	9.9999999999999956e-01
2560	4.0000000000001878e-01	0	0	177	2	2	-3.8906249999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	9.9999999999999833e-01
2560	4.0000000000001878e-01	0	0	178	2	2	-3.8843749999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	9.9999999999999389e-01
2560	4.0000000000001878e-01	0	0	179	2	2	-3.8781250000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	9.9999999999998002e-01
2560	4.0000000000001878e-01	0	0	180	2	2	-3.8718750000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	9.9999999999994038e-01
2560	4.0000000000001878e-01	0	0	181	2	2	-3.8656250000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	9.9999999999982325e-01
2560	4.0000000000001878e-01	0	0	182	2	2	-3.8593749999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	9.9999999999947176e-01
