# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:Bvecx	12:Bvecy	13:Bvecz
320	3.9999999999999697e-01	0	0	-2	2	2	-5.0749999999999995e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999991364108e-01	4.1906337552769278e-18
320	3.9999999999999697e-01	0	0	-1	2	2	-5.0249999999999995e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999991364108e-01	4.1906337552769278e-18
320	3.9999999999999697e-01	0	0	0	2	2	-4.9750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999991364108e-01	4.1906337552769278e-18
320	3.9999999999999697e-01	0	0	1	2	2	-4.9249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9999999969560294e-01	-2.4720217255734061e-17
320	3.9999999999999697e-01	0	0	2	2	2	-4.8749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999921910354e-01	-7.3553843229239075e-17
320	3.9999999999999697e-01	0	0	3	2	2	-4.8249999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999999807795181e-01	-8.5753291835066394e-17
320	3.9999999999999697e-01	0	0	4	2	2	-4.7749999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999999540285966e-01	-3.7951880896692299e-17
320	3.9999999999999697e-01	0	0	5	2	2	-4.7249999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999998919206945e-01	-4.7734925093458091e-17
320	3.9999999999999697e-01	0	0	6	2	2	-4.6749999999999997e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9999997498581439e-01	-9.7134887236213253e-17
320	3.9999999999999697e-01	0	0	7	2	2	-4.6250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999994300524386e-01	-1.5315298264760203e-16
320	3.9999999999999697e-01	0	0	8	2	2	-4.5750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999987215437613e-01	-1.3796295504214202e-16
320	3.9999999999999697e-01	0	0	9	2	2	-4.5250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999971776305241e-01	-1.2376886354104844e-16
320	3.9999999999999697e-01	0	0	10	2	2	-4.4750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999938701914659e-01	-3.9103663258045721e-17
320	3.9999999999999697e-01	0	0	11	2	2	-4.4250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999869084619308e-01	9.8896155914999744e-17
320	3.9999999999999697e-01	0	0	12	2	2	-4.3750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9999725183247601e-01	2.9276324956882890e-16
320	3.9999999999999697e-01	0	0	13	2	2	-4.3250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9999433248070546e-01	3.9810252403527699e-16
320	3.9999999999999697e-01	0	0	14	2	2	-4.2749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9998852336114730e-01	3.4818150743161690e-16
320	3.9999999999999697e-01	0	0	15	2	2	-4.2249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000056e-01	9.9997719308957200e-01	1.2055313713068834e-16
320	3.9999999999999697e-01	0	0	16	2	2	-4.1749999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9995554844537105e-01	-9.5284493089568260e-17
320	3.9999999999999697e-01	0	0	17	2	2	-4.1249999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9991508329665302e-01	-2.6035347012647106e-16
320	3.9999999999999697e-01	0	0	18	2	2	-4.0749999999999997e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9984111686650690e-01	-3.2813692222018227e-16
320	3.9999999999999697e-01	0	0	19	2	2	-4.0249999999999997e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9970905714338842e-01	-1.0841624599880973e-16
320	3.9999999999999697e-01	0	0	20	2	2	-3.9750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9947901882229584e-01	2.0094993623369755e-16
320	3.9999999999999697e-01	0	0	21	2	2	-3.9250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9908855130638097e-01	2.5159086649432043e-16
320	3.9999999999999697e-01	0	0	22	2	2	-3.8750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9844359114138181e-01	1.4563762082253109e-16
320	3.9999999999999697e-01	0	0	23	2	2	-3.8250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.9740844367479187e-01	-1.5255294515047499e-16
320	3.9999999999999697e-01	0	0	24	2	2	-3.7750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000033e-01	9.9579665307839060e-01	-3.3829668156913684e-16
320	3.9999999999999697e-01	0	0	25	2	2	-3.7250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.9336589796570407e-01	-3.9709621621258689e-17
320	3.9999999999999697e-01	0	0	26	2	2	-3.6749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000044e-01	9.8982112320808047e-01	5.3438026573009695e-16
320	3.9999999999999697e-01	0	0	27	2	2	-3.6249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000056e-01	9.8483023597482533e-01	4.8257075015797327e-16
320	3.9999999999999697e-01	0	0	28	2	2	-3.5749999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	5.0000000000000022e-01	9.7805496445522755e-01	2.1277403516575116e-16
