# 1:iteration	2:time	3:patch	4:level	5:i	6:j	7:k	8:x	9:y	10:z	11:rho
320	3.9999999999999697e-01	0	0	43	2	2	-2.8249999999999997e-01	1.2499999999999997e-02	1.2499999999999997e-02	7.3483617366380127e-01
320	3.9999999999999697e-01	0	0	44	2	2	-2.7749999999999997e-01	1.2499999999999997e-02	1.2499999999999997e-02	7.2231363339214516e-01
320	3.9999999999999697e-01	0	0	45	2	2	-2.7250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	7.1053533225278598e-01
320	3.9999999999999697e-01	0	0	46	2	2	-2.6750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.9958733597630962e-01
320	3.9999999999999697e-01	0	0	47	2	2	-2.6250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.8945940970857322e-01
320	3.9999999999999697e-01	0	0	48	2	2	-2.5750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.8011792035081764e-01
320	3.9999999999999697e-01	0	0	49	2	2	-2.5250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.7167976176138899e-01
320	3.9999999999999697e-01	0	0	50	2	2	-2.4750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.6415411610150188e-01
320	3.9999999999999697e-01	0	0	51	2	2	-2.4249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.5749097582066296e-01
320	3.9999999999999697e-01	0	0	52	2	2	-2.3749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.5190522401391671e-01
320	3.9999999999999697e-01	0	0	53	2	2	-2.3249999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.4720767380734257e-01
320	3.9999999999999697e-01	0	0	54	2	2	-2.2749999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.4342801104331149e-01
320	3.9999999999999697e-01	0	0	55	2	2	-2.2250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.4065326558909497e-01
320	3.9999999999999697e-01	0	0	56	2	2	-2.1750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3847575572323101e-01
320	3.9999999999999697e-01	0	0	57	2	2	-2.1249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3707339104633620e-01
320	3.9999999999999697e-01	0	0	58	2	2	-2.0749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3618114052296337e-01
320	3.9999999999999697e-01	0	0	59	2	2	-2.0249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3556748948600017e-01
320	3.9999999999999697e-01	0	0	60	2	2	-1.9749999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3532285550260359e-01
320	3.9999999999999697e-01	0	0	61	2	2	-1.9250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3518211225096599e-01
320	3.9999999999999697e-01	0	0	62	2	2	-1.8750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3511059845224360e-01
320	3.9999999999999697e-01	0	0	63	2	2	-1.8250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3510304681030882e-01
320	3.9999999999999697e-01	0	0	64	2	2	-1.7749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3509964701959964e-01
320	3.9999999999999697e-01	0	0	65	2	2	-1.7249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3508943931159501e-01
320	3.9999999999999697e-01	0	0	66	2	2	-1.6749999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3505128456230409e-01
320	3.9999999999999697e-01	0	0	67	2	2	-1.6249999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3494768832457682e-01
320	3.9999999999999697e-01	0	0	68	2	2	-1.5750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3474121571712627e-01
320	3.9999999999999697e-01	0	0	69	2	2	-1.5250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3439904066485453e-01
320	3.9999999999999697e-01	0	0	70	2	2	-1.4749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3394229084775922e-01
320	3.9999999999999697e-01	0	0	71	2	2	-1.4249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3351644642457017e-01
320	3.9999999999999697e-01	0	0	72	2	2	-1.3749999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3317428562030431e-01
320	3.9999999999999697e-01	0	0	73	2	2	-1.3249999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3289019864716733e-01
320	3.9999999999999697e-01	0	0	74	2	2	-1.2750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3265445356248196e-01
320	3.9999999999999697e-01	0	0	75	2	2	-1.2249999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3246617826476159e-01
320	3.9999999999999697e-01	0	0	76	2	2	-1.1749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3229519905019982e-01
320	3.9999999999999697e-01	0	0	77	2	2	-1.1249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3213240336512921e-01
320	3.9999999999999697e-01	0	0	78	2	2	-1.0749999999999998e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3197002861320828e-01
320	3.9999999999999697e-01	0	0	79	2	2	-1.0249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	6.3180442688418958e-01
320	3.9999999999999697e-01	0	0	80	2	2	-9.7499999999999989e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3162661211061577e-01
320	3.9999999999999697e-01	0	0	81	2	2	-9.2499999999999985e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3142270949355206e-01
320	3.9999999999999697e-01	0	0	82	2	2	-8.7499999999999994e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3117927822947251e-01
320	3.9999999999999697e-01	0	0	83	2	2	-8.2499999999999990e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3093177579424831e-01
320	3.9999999999999697e-01	0	0	84	2	2	-7.7499999999999986e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3071324309532428e-01
320	3.9999999999999697e-01	0	0	85	2	2	-7.2499999999999995e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3053821945728983e-01
320	3.9999999999999697e-01	0	0	86	2	2	-6.7499999999999991e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3039583305749314e-01
320	3.9999999999999697e-01	0	0	87	2	2	-6.2499999999999986e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3030178649105106e-01
320	3.9999999999999697e-01	0	0	88	2	2	-5.7499999999999989e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3025963183011591e-01
320	3.9999999999999697e-01	0	0	89	2	2	-5.2499999999999991e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3029649409982813e-01
320	3.9999999999999697e-01	0	0	90	2	2	-4.7499999999999987e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3041977413416617e-01
320	3.9999999999999697e-01	0	0	91	2	2	-4.2499999999999989e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3078204122427728e-01
320	3.9999999999999697e-01	0	0	92	2	2	-3.7499999999999992e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3153310964956300e-01
320	3.9999999999999697e-01	0	0	93	2	2	-3.2499999999999987e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3301149640886933e-01
320	3.9999999999999697e-01	0	0	94	2	2	-2.7499999999999990e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3591247361601178e-01
320	3.9999999999999697e-01	0	0	95	2	2	-2.2499999999999989e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.4131452887681617e-01
320	3.9999999999999697e-01	0	0	96	2	2	-1.7499999999999988e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.5074403956145888e-01
320	3.9999999999999697e-01	0	0	97	2	2	-1.2499999999999987e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.6610893946366623e-01
320	3.9999999999999697e-01	0	0	98	2	2	-7.4999999999999876e-03	1.2499999999999997e-02	1.2499999999999997e-02	6.8916083581847132e-01
320	3.9999999999999697e-01	0	0	99	2	2	-2.4999999999999875e-03	1.2499999999999997e-02	1.2499999999999997e-02	7.1837426003609428e-01
320	3.9999999999999697e-01	0	0	100	2	2	2.5000000000000126e-03	1.2499999999999997e-02	1.2499999999999997e-02	7.4385899874946892e-01
320	3.9999999999999697e-01	0	0	101	2	2	7.5000000000000127e-03	1.2499999999999997e-02	1.2499999999999997e-02	7.5752792055172802e-01
320	3.9999999999999697e-01	0	0	102	2	2	1.2500000000000013e-02	1.2499999999999997e-02	1.2499999999999997e-02	7.5804226484055548e-01
320	3.9999999999999697e-01	0	0	103	2	2	1.7500000000000012e-02	1.2499999999999997e-02	1.2499999999999997e-02	7.5002873387598823e-01
320	3.9999999999999697e-01	0	0	104	2	2	2.2500000000000013e-02	1.2499999999999997e-02	1.2499999999999997e-02	7.3675317382005467e-01
320	3.9999999999999697e-01	0	0	105	2	2	2.7500000000000014e-02	1.2499999999999997e-02	1.2499999999999997e-02	7.2235850496044662e-01
320	3.9999999999999697e-01	0	0	106	2	2	3.2500000000000015e-02	1.2499999999999997e-02	1.2499999999999997e-02	7.1011778976533879e-01
320	3.9999999999999697e-01	0	0	107	2	2	3.7500000000000012e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.9982261956390956e-01
320	3.9999999999999697e-01	0	0	108	2	2	4.2500000000000010e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.9129235169250869e-01
320	3.9999999999999697e-01	0	0	109	2	2	4.7500000000000014e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.8483236236497835e-01
320	3.9999999999999697e-01	0	0	110	2	2	5.2500000000000012e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.7911967945803320e-01
320	3.9999999999999697e-01	0	0	111	2	2	5.7500000000000016e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.7262148322315929e-01
320	3.9999999999999697e-01	0	0	112	2	2	6.2500000000000014e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.6436120955876998e-01
320	3.9999999999999697e-01	0	0	113	2	2	6.7500000000000018e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.5321260680929427e-01
320	3.9999999999999697e-01	0	0	114	2	2	7.2500000000000009e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.3800175741611131e-01
320	3.9999999999999697e-01	0	0	115	2	2	7.7500000000000013e-02	1.2499999999999997e-02	1.2499999999999997e-02	6.1738074256816489e-01
320	3.9999999999999697e-01	0	0	116	2	2	8.2500000000000018e-02	1.2499999999999997e-02	1.2499999999999997e-02	5.9025529940625887e-01
320	3.9999999999999697e-01	0	0	117	2	2	8.7500000000000008e-02	1.2499999999999997e-02	1.2499999999999997e-02	5.5565480718218829e-01
320	3.9999999999999697e-01	0	0	118	2	2	9.2500000000000013e-02	1.2499999999999997e-02	1.2499999999999997e-02	5.1287397113121980e-01
320	3.9999999999999697e-01	0	0	119	2	2	9.7500000000000017e-02	1.2499999999999997e-02	1.2499999999999997e-02	4.6299705116327594e-01
320	3.9999999999999697e-01	0	0	120	2	2	1.0250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	4.0954292567844219e-01
320	3.9999999999999697e-01	0	0	121	2	2	1.0750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	3.6042422702933852e-01
320	3.9999999999999697e-01	0	0	122	2	2	1.1250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	3.2370924258961431e-01
320	3.9999999999999697e-01	0	0	123	2	2	1.1750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.9888823446661689e-01
320	3.9999999999999697e-01	0	0	124	2	2	1.2250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.8183932103555404e-01
320	3.9999999999999697e-01	0	0	125	2	2	1.2750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.6993702229423283e-01
320	3.9999999999999697e-01	0	0	126	2	2	1.3250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.6074849786810250e-01
320	3.9999999999999697e-01	0	0	127	2	2	1.3750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.5248840668029782e-01
320	3.9999999999999697e-01	0	0	128	2	2	1.4250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.4377969273848829e-01
320	3.9999999999999697e-01	0	0	129	2	2	1.4750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.3554018824198844e-01
320	3.9999999999999697e-01	0	0	130	2	2	1.5250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.2788389974736245e-01
320	3.9999999999999697e-01	0	0	131	2	2	1.5750000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.1923628931498809e-01
320	3.9999999999999697e-01	0	0	132	2	2	1.6250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	2.0746564226226133e-01
320	3.9999999999999697e-01	0	0	133	2	2	1.6750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.9046727181013456e-01
320	3.9999999999999697e-01	0	0	134	2	2	1.7250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.6962580357450113e-01
320	3.9999999999999697e-01	0	0	135	2	2	1.7750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.5045891356959629e-01
320	3.9999999999999697e-01	0	0	136	2	2	1.8250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.3794989561490434e-01
320	3.9999999999999697e-01	0	0	137	2	2	1.8750000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.3062644577756816e-01
320	3.9999999999999697e-01	0	0	138	2	2	1.9250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2671029319294774e-01
320	3.9999999999999697e-01	0	0	139	2	2	1.9750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2478168617394404e-01
320	3.9999999999999697e-01	0	0	140	2	2	2.0250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2389145474360637e-01
320	3.9999999999999697e-01	0	0	141	2	2	2.0750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2347366114392781e-01
320	3.9999999999999697e-01	0	0	142	2	2	2.1250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2325658115111462e-01
320	3.9999999999999697e-01	0	0	143	2	2	2.1750000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2314009588988686e-01
320	3.9999999999999697e-01	0	0	144	2	2	2.2250000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2307511567476231e-01
320	3.9999999999999697e-01	0	0	145	2	2	2.2750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2304585337627376e-01
320	3.9999999999999697e-01	0	0	146	2	2	2.3250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2303782394472063e-01
320	3.9999999999999697e-01	0	0	147	2	2	2.3750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2303861537877367e-01
320	3.9999999999999697e-01	0	0	148	2	2	2.4250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2304791348172468e-01
320	3.9999999999999697e-01	0	0	149	2	2	2.4750000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2305417741487702e-01
320	3.9999999999999697e-01	0	0	150	2	2	2.5250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2305304529028208e-01
320	3.9999999999999697e-01	0	0	151	2	2	2.5750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2304623995608933e-01
320	3.9999999999999697e-01	0	0	152	2	2	2.6250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2303172398168535e-01
320	3.9999999999999697e-01	0	0	153	2	2	2.6750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2300866221178451e-01
320	3.9999999999999697e-01	0	0	154	2	2	2.7250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2298252453598373e-01
320	3.9999999999999697e-01	0	0	155	2	2	2.7750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2297106056598338e-01
320	3.9999999999999697e-01	0	0	156	2	2	2.8250000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2296894792986848e-01
320	3.9999999999999697e-01	0	0	157	2	2	2.8750000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2297109628748627e-01
320	3.9999999999999697e-01	0	0	158	2	2	2.9250000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2298167848929467e-01
320	3.9999999999999697e-01	0	0	159	2	2	2.9750000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2300439393138929e-01
320	3.9999999999999697e-01	0	0	160	2	2	3.0249999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2304233446339415e-01
320	3.9999999999999697e-01	0	0	161	2	2	3.0750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2309966598370288e-01
320	3.9999999999999697e-01	0	0	162	2	2	3.1250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2318007430733269e-01
320	3.9999999999999697e-01	0	0	163	2	2	3.1750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2329056294736097e-01
320	3.9999999999999697e-01	0	0	164	2	2	3.2250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2344030326930680e-01
320	3.9999999999999697e-01	0	0	165	2	2	3.2750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2364307352691063e-01
320	3.9999999999999697e-01	0	0	166	2	2	3.3250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2391955457298412e-01
320	3.9999999999999697e-01	0	0	167	2	2	3.3750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2429399383979924e-01
320	3.9999999999999697e-01	0	0	168	2	2	3.4250000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2479380893369789e-01
320	3.9999999999999697e-01	0	0	169	2	2	3.4750000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2544764519925652e-01
320	3.9999999999999697e-01	0	0	170	2	2	3.5250000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2627944328468252e-01
320	3.9999999999999697e-01	0	0	171	2	2	3.5750000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2721611658839910e-01
320	3.9999999999999697e-01	0	0	172	2	2	3.6250000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2786815202074170e-01
320	3.9999999999999697e-01	0	0	173	2	2	3.6749999999999999e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2821484353469606e-01
320	3.9999999999999697e-01	0	0	174	2	2	3.7250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2834620654821166e-01
320	3.9999999999999697e-01	0	0	175	2	2	3.7750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2836495068323020e-01
320	3.9999999999999697e-01	0	0	176	2	2	3.8250000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2833830707043092e-01
320	3.9999999999999697e-01	0	0	177	2	2	3.8750000000000001e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2823241531801083e-01
320	3.9999999999999697e-01	0	0	178	2	2	3.9250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2799891495336008e-01
320	3.9999999999999697e-01	0	0	179	2	2	3.9750000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2761350096420937e-01
320	3.9999999999999697e-01	0	0	180	2	2	4.0250000000000002e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2706973580473926e-01
320	3.9999999999999697e-01	0	0	181	2	2	4.0750000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2641181967135146e-01
320	3.9999999999999697e-01	0	0	182	2	2	4.1250000000000003e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2588676064949098e-01
320	3.9999999999999697e-01	0	0	183	2	2	4.1750000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2554532224632448e-01
320	3.9999999999999697e-01	0	0	184	2	2	4.2250000000000004e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2532805801069047e-01
320	3.9999999999999697e-01	0	0	185	2	2	4.2750000000000005e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2519304901455572e-01
320	3.9999999999999697e-01	0	0	186	2	2	4.3250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2511119666826800e-01
320	3.9999999999999697e-01	0	0	187	2	2	4.3750000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2506274583309224e-01
320	3.9999999999999697e-01	0	0	188	2	2	4.4250000000000000e-01	1.2499999999999997e-02	1.2499999999999997e-02	1.2503471273720695e-01
